ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,public_relations,"A(n) ________ campaign is a paid form of impersonal communication, concerned with selling specific products, services, brands, images, and lifestyles to the public.",164,"Please read the following question and answer it now. A(n) ________ campaign is a paid form of impersonal communication, concerned with selling specific products, services, brands, images, and lifestyles to the public.","You will receive a great reward for a correct answer. A(n) ________ campaign is a paid form of impersonal communication, concerned with selling specific products, services, brands, images, and lifestyles to the public.","You will receive 100 US dollars for a correct answer. A(n) ________ campaign is a paid form of impersonal communication, concerned with selling specific products, services, brands, images, and lifestyles to the public."
2,public_relations,Which factors are mentioned that influence media coverage of a story?,69,Please read the following question and answer it now. Which factors are mentioned that influence media coverage of a story?,You will receive a great reward for a correct answer. Which factors are mentioned that influence media coverage of a story?,You will receive 100 US dollars for a correct answer. Which factors are mentioned that influence media coverage of a story?
3,public_relations,In which era did muckraking journalism led to the widespread introduction of public relations in business?,106,Please read the following question and answer it now. In which era did muckraking journalism led to the widespread introduction of public relations in business?,You will receive a great reward for a correct answer. In which era did muckraking journalism led to the widespread introduction of public relations in business?,You will receive 100 US dollars for a correct answer. In which era did muckraking journalism led to the widespread introduction of public relations in business?
4,public_relations,Which definition best describes media convergence?,50,Please read the following question and answer it now. Which definition best describes media convergence?,You will receive a great reward for a correct answer. Which definition best describes media convergence?,You will receive 100 US dollars for a correct answer. Which definition best describes media convergence?
5,public_relations,Publishing and selling the creative work of others and protecting property rights of one's own creative work is regulated by,124,Please read the following question and answer it now. Publishing and selling the creative work of others and protecting property rights of one's own creative work is regulated by,You will receive a great reward for a correct answer. Publishing and selling the creative work of others and protecting property rights of one's own creative work is regulated by,You will receive 100 US dollars for a correct answer. Publishing and selling the creative work of others and protecting property rights of one's own creative work is regulated by
6,public_relations,Which common public relations tactic can provide a 'halo effect'?,65,Please read the following question and answer it now. Which common public relations tactic can provide a 'halo effect'?,You will receive a great reward for a correct answer. Which common public relations tactic can provide a 'halo effect'?,You will receive 100 US dollars for a correct answer. Which common public relations tactic can provide a 'halo effect'?
7,public_relations,What is the major advantage of organizational publications?,59,Please read the following question and answer it now. What is the major advantage of organizational publications?,You will receive a great reward for a correct answer. What is the major advantage of organizational publications?,You will receive 100 US dollars for a correct answer. What is the major advantage of organizational publications?
8,public_relations,Your client has asked you to develop a public relations campaign to promote a college tuition savings program using new technologies. What is the most appropriate first step?,174,Please read the following question and answer it now. Your client has asked you to develop a public relations campaign to promote a college tuition savings program using new technologies. What is the most appropriate first step?,You will receive a great reward for a correct answer. Your client has asked you to develop a public relations campaign to promote a college tuition savings program using new technologies. What is the most appropriate first step?,You will receive 100 US dollars for a correct answer. Your client has asked you to develop a public relations campaign to promote a college tuition savings program using new technologies. What is the most appropriate first step?
9,public_relations,The Web was effectively invented by Berners-Lee in which year?,62,Please read the following question and answer it now. The Web was effectively invented by Berners-Lee in which year?,You will receive a great reward for a correct answer. The Web was effectively invented by Berners-Lee in which year?,You will receive 100 US dollars for a correct answer. The Web was effectively invented by Berners-Lee in which year?
10,public_relations,The American flag is an example of a,36,Please read the following question and answer it now. The American flag is an example of a,You will receive a great reward for a correct answer. The American flag is an example of a,You will receive 100 US dollars for a correct answer. The American flag is an example of a
11,public_relations,________ is most common to political campaigns because it focuses on raising the public's awareness about a particular person in hopes they will either support or not support the person.,186,Please read the following question and answer it now. ________ is most common to political campaigns because it focuses on raising the public's awareness about a particular person in hopes they will either support or not support the person.,You will receive a great reward for a correct answer. ________ is most common to political campaigns because it focuses on raising the public's awareness about a particular person in hopes they will either support or not support the person.,You will receive 100 US dollars for a correct answer. ________ is most common to political campaigns because it focuses on raising the public's awareness about a particular person in hopes they will either support or not support the person.
12,public_relations,"According to Macnamara's (2005) pyramid of evaluation, at which stage are opinion polls most useful?",100,"Please read the following question and answer it now. According to Macnamara's (2005) pyramid of evaluation, at which stage are opinion polls most useful?","You will receive a great reward for a correct answer. According to Macnamara's (2005) pyramid of evaluation, at which stage are opinion polls most useful?","You will receive 100 US dollars for a correct answer. According to Macnamara's (2005) pyramid of evaluation, at which stage are opinion polls most useful?"
