ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,college_mathematics,"Let C be the circle in the yz-plane whose equation is (y - 3)^2 + z^2 = 1. If C is revolved around the z-axis, the surface generated is a torus. What is the equation of this torus?",180,"Please read the following question and answer it now. Let C be the circle in the yz-plane whose equation is (y - 3)^2 + z^2 = 1. If C is revolved around the z-axis, the surface generated is a torus. What is the equation of this torus?","You will receive a great reward for a correct answer. Let C be the circle in the yz-plane whose equation is (y - 3)^2 + z^2 = 1. If C is revolved around the z-axis, the surface generated is a torus. What is the equation of this torus?","You will receive 100 US dollars for a correct answer. Let C be the circle in the yz-plane whose equation is (y - 3)^2 + z^2 = 1. If C is revolved around the z-axis, the surface generated is a torus. What is the equation of this torus?"
2,college_mathematics,"Let S be the subset of R^2 consisting of all points (x, y) in the unit square [0, 1] × [0, 1] for which x or y, or both, are irrational. With respect to the standard topology on R^2, S is",187,"Please read the following question and answer it now. Let S be the subset of R^2 consisting of all points (x, y) in the unit square [0, 1] × [0, 1] for which x or y, or both, are irrational. With respect to the standard topology on R^2, S is","You will receive a great reward for a correct answer. Let S be the subset of R^2 consisting of all points (x, y) in the unit square [0, 1] × [0, 1] for which x or y, or both, are irrational. With respect to the standard topology on R^2, S is","You will receive 100 US dollars for a correct answer. Let S be the subset of R^2 consisting of all points (x, y) in the unit square [0, 1] × [0, 1] for which x or y, or both, are irrational. With respect to the standard topology on R^2, S is"
3,college_mathematics,What is the area of an equilateral triangle whose inscribed circle has radius 2?,80,Please read the following question and answer it now. What is the area of an equilateral triangle whose inscribed circle has radius 2?,You will receive a great reward for a correct answer. What is the area of an equilateral triangle whose inscribed circle has radius 2?,You will receive 100 US dollars for a correct answer. What is the area of an equilateral triangle whose inscribed circle has radius 2?
4,college_mathematics,For which integers n such that 3 <= n <= 11 is there only one group of order n (up to isomorphism)?,99,Please read the following question and answer it now. For which integers n such that 3 <= n <= 11 is there only one group of order n (up to isomorphism)?,You will receive a great reward for a correct answer. For which integers n such that 3 <= n <= 11 is there only one group of order n (up to isomorphism)?,You will receive 100 US dollars for a correct answer. For which integers n such that 3 <= n <= 11 is there only one group of order n (up to isomorphism)?
5,college_mathematics,A discrete graph is complete if there is an edge connecting any pair of vertices. How many edges does a complete graph with 10 vertices have?,141,Please read the following question and answer it now. A discrete graph is complete if there is an edge connecting any pair of vertices. How many edges does a complete graph with 10 vertices have?,You will receive a great reward for a correct answer. A discrete graph is complete if there is an edge connecting any pair of vertices. How many edges does a complete graph with 10 vertices have?,You will receive 100 US dollars for a correct answer. A discrete graph is complete if there is an edge connecting any pair of vertices. How many edges does a complete graph with 10 vertices have?
6,college_mathematics,How many real roots does the polynomial 2x^5 + 8x - 7 have?,59,Please read the following question and answer it now. How many real roots does the polynomial 2x^5 + 8x - 7 have?,You will receive a great reward for a correct answer. How many real roots does the polynomial 2x^5 + 8x - 7 have?,You will receive 100 US dollars for a correct answer. How many real roots does the polynomial 2x^5 + 8x - 7 have?
7,college_mathematics,"Suppose P is the set of polynomials with coefficients in Z_5 and degree less than or equal to 7. If the operator D sends p(x) in P to its derivative p′(x), what are the dimensions of the null space n and range r of D?",217,"Please read the following question and answer it now. Suppose P is the set of polynomials with coefficients in Z_5 and degree less than or equal to 7. If the operator D sends p(x) in P to its derivative p′(x), what are the dimensions of the null space n and range r of D?","You will receive a great reward for a correct answer. Suppose P is the set of polynomials with coefficients in Z_5 and degree less than or equal to 7. If the operator D sends p(x) in P to its derivative p′(x), what are the dimensions of the null space n and range r of D?","You will receive 100 US dollars for a correct answer. Suppose P is the set of polynomials with coefficients in Z_5 and degree less than or equal to 7. If the operator D sends p(x) in P to its derivative p′(x), what are the dimensions of the null space n and range r of D?"
8,college_mathematics,Suppose today is Wednesday. What day of the week will it be 10^(10^(10)) days from now?,87,Please read the following question and answer it now. Suppose today is Wednesday. What day of the week will it be 10^(10^(10)) days from now?,You will receive a great reward for a correct answer. Suppose today is Wednesday. What day of the week will it be 10^(10^(10)) days from now?,You will receive 100 US dollars for a correct answer. Suppose today is Wednesday. What day of the week will it be 10^(10^(10)) days from now?
9,college_mathematics,"A ladder 9 meters in length is leaning against a vertical wall on level ground. As the bottom end of the ladder is moved away from the wall at a constant rate of 2 meters per second, the top end slides downward along the wall. How fast, in meters per second, will the top end of the ladder be sliding downward at the moment the top end is 3 meters above the ground?",365,"Please read the following question and answer it now. A ladder 9 meters in length is leaning against a vertical wall on level ground. As the bottom end of the ladder is moved away from the wall at a constant rate of 2 meters per second, the top end slides downward along the wall. How fast, in meters per second, will the top end of the ladder be sliding downward at the moment the top end is 3 meters above the ground?","You will receive a great reward for a correct answer. A ladder 9 meters in length is leaning against a vertical wall on level ground. As the bottom end of the ladder is moved away from the wall at a constant rate of 2 meters per second, the top end slides downward along the wall. How fast, in meters per second, will the top end of the ladder be sliding downward at the moment the top end is 3 meters above the ground?","You will receive 100 US dollars for a correct answer. A ladder 9 meters in length is leaning against a vertical wall on level ground. As the bottom end of the ladder is moved away from the wall at a constant rate of 2 meters per second, the top end slides downward along the wall. How fast, in meters per second, will the top end of the ladder be sliding downward at the moment the top end is 3 meters above the ground?"
10,college_mathematics,What is the units digit in the standard decimal expansion of the number 7^25?,77,Please read the following question and answer it now. What is the units digit in the standard decimal expansion of the number 7^25?,You will receive a great reward for a correct answer. What is the units digit in the standard decimal expansion of the number 7^25?,You will receive 100 US dollars for a correct answer. What is the units digit in the standard decimal expansion of the number 7^25?
