ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,jurisprudence,Which proposition below may be characterized as the most powerful refutation by Hart of Lord Devlin's argument?,111,Please read the following question and answer it now. Which proposition below may be characterized as the most powerful refutation by Hart of Lord Devlin's argument?,You will receive a great reward for a correct answer. Which proposition below may be characterized as the most powerful refutation by Hart of Lord Devlin's argument?,You will receive 100 US dollars for a correct answer. Which proposition below may be characterized as the most powerful refutation by Hart of Lord Devlin's argument?
2,jurisprudence,Which proposition below is the most inconsistent with a consequentialist justification of punishment?,101,Please read the following question and answer it now. Which proposition below is the most inconsistent with a consequentialist justification of punishment?,You will receive a great reward for a correct answer. Which proposition below is the most inconsistent with a consequentialist justification of punishment?,You will receive 100 US dollars for a correct answer. Which proposition below is the most inconsistent with a consequentialist justification of punishment?
3,jurisprudence,How does Nozick answer the criticism of his historical entitlement theory that if the distribution of goods in society is unjust those at the bottom always lose?,161,Please read the following question and answer it now. How does Nozick answer the criticism of his historical entitlement theory that if the distribution of goods in society is unjust those at the bottom always lose?,You will receive a great reward for a correct answer. How does Nozick answer the criticism of his historical entitlement theory that if the distribution of goods in society is unjust those at the bottom always lose?,You will receive 100 US dollars for a correct answer. How does Nozick answer the criticism of his historical entitlement theory that if the distribution of goods in society is unjust those at the bottom always lose?
4,jurisprudence,Which of the following quotations best describes the central thesis of difference feminism?,91,Please read the following question and answer it now. Which of the following quotations best describes the central thesis of difference feminism?,You will receive a great reward for a correct answer. Which of the following quotations best describes the central thesis of difference feminism?,You will receive 100 US dollars for a correct answer. Which of the following quotations best describes the central thesis of difference feminism?
5,jurisprudence,Posner denies the autonomy of law on two grounds. Name one of them.,67,Please read the following question and answer it now. Posner denies the autonomy of law on two grounds. Name one of them.,You will receive a great reward for a correct answer. Posner denies the autonomy of law on two grounds. Name one of them.,You will receive 100 US dollars for a correct answer. Posner denies the autonomy of law on two grounds. Name one of them.
6,jurisprudence,Lyotard's dictum 'I define postmodern as incredulity toward meta-narratives' means:,83,Please read the following question and answer it now. Lyotard's dictum 'I define postmodern as incredulity toward meta-narratives' means:,You will receive a great reward for a correct answer. Lyotard's dictum 'I define postmodern as incredulity toward meta-narratives' means:,You will receive 100 US dollars for a correct answer. Lyotard's dictum 'I define postmodern as incredulity toward meta-narratives' means:
7,jurisprudence,Which proposition below is the most powerful refutation of Bentham's felicific calculus?,88,Please read the following question and answer it now. Which proposition below is the most powerful refutation of Bentham's felicific calculus?,You will receive a great reward for a correct answer. Which proposition below is the most powerful refutation of Bentham's felicific calculus?,You will receive 100 US dollars for a correct answer. Which proposition below is the most powerful refutation of Bentham's felicific calculus?
8,jurisprudence,The United States Supreme Court's decision in Roe v Wade is highly controversial because:,89,Please read the following question and answer it now. The United States Supreme Court's decision in Roe v Wade is highly controversial because:,You will receive a great reward for a correct answer. The United States Supreme Court's decision in Roe v Wade is highly controversial because:,You will receive 100 US dollars for a correct answer. The United States Supreme Court's decision in Roe v Wade is highly controversial because:
9,jurisprudence,Which one of the following schools supports the view that a custom becomes law when it receives the stamp of judicial recognition by courts,139,Please read the following question and answer it now. Which one of the following schools supports the view that a custom becomes law when it receives the stamp of judicial recognition by courts,You will receive a great reward for a correct answer. Which one of the following schools supports the view that a custom becomes law when it receives the stamp of judicial recognition by courts,You will receive 100 US dollars for a correct answer. Which one of the following schools supports the view that a custom becomes law when it receives the stamp of judicial recognition by courts
10,jurisprudence,Which of the following arguments against the 'fair play' argument in support of a duty to obey the law is the most persuasive?,126,Please read the following question and answer it now. Which of the following arguments against the 'fair play' argument in support of a duty to obey the law is the most persuasive?,You will receive a great reward for a correct answer. Which of the following arguments against the 'fair play' argument in support of a duty to obey the law is the most persuasive?,You will receive 100 US dollars for a correct answer. Which of the following arguments against the 'fair play' argument in support of a duty to obey the law is the most persuasive?
11,jurisprudence,Why does the 'capability' approach to justice reject Rawls' theory?,67,Please read the following question and answer it now. Why does the 'capability' approach to justice reject Rawls' theory?,You will receive a great reward for a correct answer. Why does the 'capability' approach to justice reject Rawls' theory?,You will receive 100 US dollars for a correct answer. Why does the 'capability' approach to justice reject Rawls' theory?
12,jurisprudence,"The most fundamental of positivism's key commitments,' writes Ken Himma, 'is the Social Fact Thesis.' What does it claim?",121,"Please read the following question and answer it now. The most fundamental of positivism's key commitments,' writes Ken Himma, 'is the Social Fact Thesis.' What does it claim?","You will receive a great reward for a correct answer. The most fundamental of positivism's key commitments,' writes Ken Himma, 'is the Social Fact Thesis.' What does it claim?","You will receive 100 US dollars for a correct answer. The most fundamental of positivism's key commitments,' writes Ken Himma, 'is the Social Fact Thesis.' What does it claim?"
13,jurisprudence,The following person is the author of the book ‘The Concept of Law’ :,69,Please read the following question and answer it now. The following person is the author of the book ‘The Concept of Law’ :,You will receive a great reward for a correct answer. The following person is the author of the book ‘The Concept of Law’ :,You will receive 100 US dollars for a correct answer. The following person is the author of the book ‘The Concept of Law’ :
14,jurisprudence,What does Dworkin mean by the 'semantic sting'?,47,Please read the following question and answer it now. What does Dworkin mean by the 'semantic sting'?,You will receive a great reward for a correct answer. What does Dworkin mean by the 'semantic sting'?,You will receive 100 US dollars for a correct answer. What does Dworkin mean by the 'semantic sting'?
15,jurisprudence,The judicial branch of the United States government has the power to ________ the law.,86,Please read the following question and answer it now. The judicial branch of the United States government has the power to ________ the law.,You will receive a great reward for a correct answer. The judicial branch of the United States government has the power to ________ the law.,You will receive 100 US dollars for a correct answer. The judicial branch of the United States government has the power to ________ the law.
16,jurisprudence,"The expression to signify any assumption which conceals of affects to conceal the fact that a rule of law has undergone alteration, its letter being unchanged, its operation being modified is :",193,"Please read the following question and answer it now. The expression to signify any assumption which conceals of affects to conceal the fact that a rule of law has undergone alteration, its letter being unchanged, its operation being modified is :","You will receive a great reward for a correct answer. The expression to signify any assumption which conceals of affects to conceal the fact that a rule of law has undergone alteration, its letter being unchanged, its operation being modified is :","You will receive 100 US dollars for a correct answer. The expression to signify any assumption which conceals of affects to conceal the fact that a rule of law has undergone alteration, its letter being unchanged, its operation being modified is :"
