ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,international_law,What is the meaning of collective rights?,41,Please read the following question and answer it now. What is the meaning of collective rights?,You will receive a great reward for a correct answer. What is the meaning of collective rights?,You will receive 100 US dollars for a correct answer. What is the meaning of collective rights?
2,international_law,What is the 'equitable result' in the law and practice of maritime delimitation?,80,Please read the following question and answer it now. What is the 'equitable result' in the law and practice of maritime delimitation?,You will receive a great reward for a correct answer. What is the 'equitable result' in the law and practice of maritime delimitation?,You will receive 100 US dollars for a correct answer. What is the 'equitable result' in the law and practice of maritime delimitation?
3,international_law,Is recognition of governments prevalent in contemporary international practice?,79,Please read the following question and answer it now. Is recognition of governments prevalent in contemporary international practice?,You will receive a great reward for a correct answer. Is recognition of governments prevalent in contemporary international practice?,You will receive 100 US dollars for a correct answer. Is recognition of governments prevalent in contemporary international practice?
4,international_law,What is meant by an international organisation's implied powers?,64,Please read the following question and answer it now. What is meant by an international organisation's implied powers?,You will receive a great reward for a correct answer. What is meant by an international organisation's implied powers?,You will receive 100 US dollars for a correct answer. What is meant by an international organisation's implied powers?
5,international_law,How are the members of the arbitral tribunal appointed?,55,Please read the following question and answer it now. How are the members of the arbitral tribunal appointed?,You will receive a great reward for a correct answer. How are the members of the arbitral tribunal appointed?,You will receive 100 US dollars for a correct answer. How are the members of the arbitral tribunal appointed?
6,international_law,What is the meaning of 'secondary rules' in the law of international responsibility?,84,Please read the following question and answer it now. What is the meaning of 'secondary rules' in the law of international responsibility?,You will receive a great reward for a correct answer. What is the meaning of 'secondary rules' in the law of international responsibility?,You will receive 100 US dollars for a correct answer. What is the meaning of 'secondary rules' in the law of international responsibility?
7,international_law,How can customary law be related to treaty provisions?,54,Please read the following question and answer it now. How can customary law be related to treaty provisions?,You will receive a great reward for a correct answer. How can customary law be related to treaty provisions?,You will receive 100 US dollars for a correct answer. How can customary law be related to treaty provisions?
8,international_law,What is the rationale for the exhaustion of local remedies in international human rights?,89,Please read the following question and answer it now. What is the rationale for the exhaustion of local remedies in international human rights?,You will receive a great reward for a correct answer. What is the rationale for the exhaustion of local remedies in international human rights?,You will receive 100 US dollars for a correct answer. What is the rationale for the exhaustion of local remedies in international human rights?
9,international_law,Is piracy under international (jure gentium) law subject to universal jurisdiction?,83,Please read the following question and answer it now. Is piracy under international (jure gentium) law subject to universal jurisdiction?,You will receive a great reward for a correct answer. Is piracy under international (jure gentium) law subject to universal jurisdiction?,You will receive 100 US dollars for a correct answer. Is piracy under international (jure gentium) law subject to universal jurisdiction?
10,international_law,What is the declaratory theory of recognition?,46,Please read the following question and answer it now. What is the declaratory theory of recognition?,You will receive a great reward for a correct answer. What is the declaratory theory of recognition?,You will receive 100 US dollars for a correct answer. What is the declaratory theory of recognition?
11,international_law,What is the meaning of justiciability?,38,Please read the following question and answer it now. What is the meaning of justiciability?,You will receive a great reward for a correct answer. What is the meaning of justiciability?,You will receive 100 US dollars for a correct answer. What is the meaning of justiciability?
12,international_law,Is there any hierarchy or priority among States under international law?,72,Please read the following question and answer it now. Is there any hierarchy or priority among States under international law?,You will receive a great reward for a correct answer. Is there any hierarchy or priority among States under international law?,You will receive 100 US dollars for a correct answer. Is there any hierarchy or priority among States under international law?
13,international_law,How treaties are to be interpreted?,35,Please read the following question and answer it now. How treaties are to be interpreted?,You will receive a great reward for a correct answer. How treaties are to be interpreted?,You will receive 100 US dollars for a correct answer. How treaties are to be interpreted?
14,international_law,Are all acts of State organs attributed to the State under the law international responsibility?,96,Please read the following question and answer it now. Are all acts of State organs attributed to the State under the law international responsibility?,You will receive a great reward for a correct answer. Are all acts of State organs attributed to the State under the law international responsibility?,You will receive 100 US dollars for a correct answer. Are all acts of State organs attributed to the State under the law international responsibility?
15,international_law,What is the meaning of implied authorisation?,45,Please read the following question and answer it now. What is the meaning of implied authorisation?,You will receive a great reward for a correct answer. What is the meaning of implied authorisation?,You will receive 100 US dollars for a correct answer. What is the meaning of implied authorisation?
16,international_law,Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,103,Please read the following question and answer it now. Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,You will receive a great reward for a correct answer. Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,You will receive 100 US dollars for a correct answer. Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?
17,international_law,Which philosopher called the idea of natural rights 'nonsense on stilts'?,73,Please read the following question and answer it now. Which philosopher called the idea of natural rights 'nonsense on stilts'?,You will receive a great reward for a correct answer. Which philosopher called the idea of natural rights 'nonsense on stilts'?,You will receive 100 US dollars for a correct answer. Which philosopher called the idea of natural rights 'nonsense on stilts'?
18,international_law,Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?,110,Please read the following question and answer it now. Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?,You will receive a great reward for a correct answer. Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?,You will receive 100 US dollars for a correct answer. Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?
19,international_law,What is the major difference between naturalism and positivism?,63,Please read the following question and answer it now. What is the major difference between naturalism and positivism?,You will receive a great reward for a correct answer. What is the major difference between naturalism and positivism?,You will receive 100 US dollars for a correct answer. What is the major difference between naturalism and positivism?
20,international_law,Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,143,Please read the following question and answer it now. Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,You will receive a great reward for a correct answer. Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,You will receive 100 US dollars for a correct answer. Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?
21,international_law,Are States under any obligation when they conduct negotiations?,63,Please read the following question and answer it now. Are States under any obligation when they conduct negotiations?,You will receive a great reward for a correct answer. Are States under any obligation when they conduct negotiations?,You will receive 100 US dollars for a correct answer. Are States under any obligation when they conduct negotiations?
22,international_law,Should treaties assume a particular form?,41,Please read the following question and answer it now. Should treaties assume a particular form?,You will receive a great reward for a correct answer. Should treaties assume a particular form?,You will receive 100 US dollars for a correct answer. Should treaties assume a particular form?
23,international_law,"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?",140,"Please read the following question and answer it now. Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?","You will receive a great reward for a correct answer. Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?","You will receive 100 US dollars for a correct answer. Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?"
24,international_law,Are there any limitations to the incorporation of customary crimes under English law?,85,Please read the following question and answer it now. Are there any limitations to the incorporation of customary crimes under English law?,You will receive a great reward for a correct answer. Are there any limitations to the incorporation of customary crimes under English law?,You will receive 100 US dollars for a correct answer. Are there any limitations to the incorporation of customary crimes under English law?
25,international_law,Which case was the first to define the meaning of the doctrine of 'margin of appreciation' as applied by the European Court of Human Rights?,140,Please read the following question and answer it now. Which case was the first to define the meaning of the doctrine of 'margin of appreciation' as applied by the European Court of Human Rights?,You will receive a great reward for a correct answer. Which case was the first to define the meaning of the doctrine of 'margin of appreciation' as applied by the European Court of Human Rights?,You will receive 100 US dollars for a correct answer. Which case was the first to define the meaning of the doctrine of 'margin of appreciation' as applied by the European Court of Human Rights?
26,international_law,Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,93,Please read the following question and answer it now. Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,You will receive a great reward for a correct answer. Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,You will receive 100 US dollars for a correct answer. Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?
27,international_law,Can countries rely on their domestic law as an excuse to violate their obligations under international law?,107,Please read the following question and answer it now. Can countries rely on their domestic law as an excuse to violate their obligations under international law?,You will receive a great reward for a correct answer. Can countries rely on their domestic law as an excuse to violate their obligations under international law?,You will receive 100 US dollars for a correct answer. Can countries rely on their domestic law as an excuse to violate their obligations under international law?
28,international_law,What is an 'internationally wrongful conduct'?,46,Please read the following question and answer it now. What is an 'internationally wrongful conduct'?,You will receive a great reward for a correct answer. What is an 'internationally wrongful conduct'?,You will receive 100 US dollars for a correct answer. What is an 'internationally wrongful conduct'?
29,international_law,What is personal (ratione personae) immunity?,45,Please read the following question and answer it now. What is personal (ratione personae) immunity?,You will receive a great reward for a correct answer. What is personal (ratione personae) immunity?,You will receive 100 US dollars for a correct answer. What is personal (ratione personae) immunity?
