ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,machine_learning,Statement 1| The derivative of the sigmoid $\sigma(x)=(1+e^{-x})^{-1}$ with respect to $x$ is equal to $\text{Var}(B)$ where $B\sim \text{Bern}(\sigma(x))$ is a Bernoulli random variable. Statement 2| Setting the bias parameters in each layer of neural network to 0 changes the bias-variance trade-off such that the model's variance increases and the model's bias decreases,373,Please read the following question and answer it now. Statement 1| The derivative of the sigmoid $\sigma(x)=(1+e^{-x})^{-1}$ with respect to $x$ is equal to $\text{Var}(B)$ where $B\sim \text{Bern}(\sigma(x))$ is a Bernoulli random variable. Statement 2| Setting the bias parameters in each layer of neural network to 0 changes the bias-variance trade-off such that the model's variance increases and the model's bias decreases,You will receive a great reward for a correct answer. Statement 1| The derivative of the sigmoid $\sigma(x)=(1+e^{-x})^{-1}$ with respect to $x$ is equal to $\text{Var}(B)$ where $B\sim \text{Bern}(\sigma(x))$ is a Bernoulli random variable. Statement 2| Setting the bias parameters in each layer of neural network to 0 changes the bias-variance trade-off such that the model's variance increases and the model's bias decreases,You will receive 100 US dollars for a correct answer. Statement 1| The derivative of the sigmoid $\sigma(x)=(1+e^{-x})^{-1}$ with respect to $x$ is equal to $\text{Var}(B)$ where $B\sim \text{Bern}(\sigma(x))$ is a Bernoulli random variable. Statement 2| Setting the bias parameters in each layer of neural network to 0 changes the bias-variance trade-off such that the model's variance increases and the model's bias decreases
2,machine_learning,The K-means algorithm:,22,Please read the following question and answer it now. The K-means algorithm:,You will receive a great reward for a correct answer. The K-means algorithm:,You will receive 100 US dollars for a correct answer. The K-means algorithm:
3,machine_learning,Statement 1| The maximum margin decision boundaries that support vector machines construct have the lowest generalization error among all linear classifiers. Statement 2| Any decision boundary that we get from a generative model with classconditional Gaussian distributions could in principle be reproduced with an SVM and a polynomial kernel of degree less than or equal to three.,381,Please read the following question and answer it now. Statement 1| The maximum margin decision boundaries that support vector machines construct have the lowest generalization error among all linear classifiers. Statement 2| Any decision boundary that we get from a generative model with classconditional Gaussian distributions could in principle be reproduced with an SVM and a polynomial kernel of degree less than or equal to three.,You will receive a great reward for a correct answer. Statement 1| The maximum margin decision boundaries that support vector machines construct have the lowest generalization error among all linear classifiers. Statement 2| Any decision boundary that we get from a generative model with classconditional Gaussian distributions could in principle be reproduced with an SVM and a polynomial kernel of degree less than or equal to three.,You will receive 100 US dollars for a correct answer. Statement 1| The maximum margin decision boundaries that support vector machines construct have the lowest generalization error among all linear classifiers. Statement 2| Any decision boundary that we get from a generative model with classconditional Gaussian distributions could in principle be reproduced with an SVM and a polynomial kernel of degree less than or equal to three.
4,machine_learning,"Suppose we like to calculate P(H|E, F) and we have no conditional independence information. Which of the following sets of numbers are sufficient for the calculation?",166,"Please read the following question and answer it now. Suppose we like to calculate P(H|E, F) and we have no conditional independence information. Which of the following sets of numbers are sufficient for the calculation?","You will receive a great reward for a correct answer. Suppose we like to calculate P(H|E, F) and we have no conditional independence information. Which of the following sets of numbers are sufficient for the calculation?","You will receive 100 US dollars for a correct answer. Suppose we like to calculate P(H|E, F) and we have no conditional independence information. Which of the following sets of numbers are sufficient for the calculation?"
5,machine_learning,Statement 1| Linear regression estimator has the smallest variance among all unbiased estimators. Statement 2| The coefficients α assigned to the classifiers assembled by AdaBoost are always non-negative.,204,Please read the following question and answer it now. Statement 1| Linear regression estimator has the smallest variance among all unbiased estimators. Statement 2| The coefficients α assigned to the classifiers assembled by AdaBoost are always non-negative.,You will receive a great reward for a correct answer. Statement 1| Linear regression estimator has the smallest variance among all unbiased estimators. Statement 2| The coefficients α assigned to the classifiers assembled by AdaBoost are always non-negative.,You will receive 100 US dollars for a correct answer. Statement 1| Linear regression estimator has the smallest variance among all unbiased estimators. Statement 2| The coefficients α assigned to the classifiers assembled by AdaBoost are always non-negative.
6,machine_learning,Which of the following can only be used when training data are linearly separable?,82,Please read the following question and answer it now. Which of the following can only be used when training data are linearly separable?,You will receive a great reward for a correct answer. Which of the following can only be used when training data are linearly separable?,You will receive 100 US dollars for a correct answer. Which of the following can only be used when training data are linearly separable?
7,machine_learning,"Statement 1| In AdaBoost weights of the misclassified examples go up by the same multiplicative factor. Statement 2| In AdaBoost, weighted training error e_t of the tth weak classifier on training data with weights D_t tends to increase as a function of t.",256,"Please read the following question and answer it now. Statement 1| In AdaBoost weights of the misclassified examples go up by the same multiplicative factor. Statement 2| In AdaBoost, weighted training error e_t of the tth weak classifier on training data with weights D_t tends to increase as a function of t.","You will receive a great reward for a correct answer. Statement 1| In AdaBoost weights of the misclassified examples go up by the same multiplicative factor. Statement 2| In AdaBoost, weighted training error e_t of the tth weak classifier on training data with weights D_t tends to increase as a function of t.","You will receive 100 US dollars for a correct answer. Statement 1| In AdaBoost weights of the misclassified examples go up by the same multiplicative factor. Statement 2| In AdaBoost, weighted training error e_t of the tth weak classifier on training data with weights D_t tends to increase as a function of t."
8,machine_learning,Which of the following points would Bayesians and frequentists disagree on?,75,Please read the following question and answer it now. Which of the following points would Bayesians and frequentists disagree on?,You will receive a great reward for a correct answer. Which of the following points would Bayesians and frequentists disagree on?,You will receive 100 US dollars for a correct answer. Which of the following points would Bayesians and frequentists disagree on?
9,machine_learning,"In building a linear regression model for a particular data set, you observe the coefficient of one of the features having a relatively high negative value. This suggests that",175,"Please read the following question and answer it now. In building a linear regression model for a particular data set, you observe the coefficient of one of the features having a relatively high negative value. This suggests that","You will receive a great reward for a correct answer. In building a linear regression model for a particular data set, you observe the coefficient of one of the features having a relatively high negative value. This suggests that","You will receive 100 US dollars for a correct answer. In building a linear regression model for a particular data set, you observe the coefficient of one of the features having a relatively high negative value. This suggests that"
10,machine_learning,What would you do in PCA to get the same projection as SVD?,59,Please read the following question and answer it now. What would you do in PCA to get the same projection as SVD?,You will receive a great reward for a correct answer. What would you do in PCA to get the same projection as SVD?,You will receive 100 US dollars for a correct answer. What would you do in PCA to get the same projection as SVD?
