ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
1,business_ethics,The need to head off negative publicity.,40,Please read the following question and answer it now. The need to head off negative publicity.,You will receive a great reward for a correct answer. The need to head off negative publicity.,You will receive 100 US dollars for a correct answer. The need to head off negative publicity.
2,business_ethics,The purposes for which the information is used is in the public's interest.,75,Please read the following question and answer it now. The purposes for which the information is used is in the public's interest.,You will receive a great reward for a correct answer. The purposes for which the information is used is in the public's interest.,You will receive 100 US dollars for a correct answer. The purposes for which the information is used is in the public's interest.
3,business_ethics,CSO's frequently spend too much time communicating their performance measures and too much time devising them with input from beneficiaries.,140,Please read the following question and answer it now. CSO's frequently spend too much time communicating their performance measures and too much time devising them with input from beneficiaries.,You will receive a great reward for a correct answer. CSO's frequently spend too much time communicating their performance measures and too much time devising them with input from beneficiaries.,You will receive 100 US dollars for a correct answer. CSO's frequently spend too much time communicating their performance measures and too much time devising them with input from beneficiaries.
4,business_ethics,The Anglo-American model being considered the best model in light of the recession in the late 2000s.,101,Please read the following question and answer it now. The Anglo-American model being considered the best model in light of the recession in the late 2000s.,You will receive a great reward for a correct answer. The Anglo-American model being considered the best model in light of the recession in the late 2000s.,You will receive 100 US dollars for a correct answer. The Anglo-American model being considered the best model in light of the recession in the late 2000s.
5,business_ethics,"Better access to certain markets, differentiation of products, and the sale of pollution-control technology are ways in which better environmental performance can:",163,"Please read the following question and answer it now. Better access to certain markets, differentiation of products, and the sale of pollution-control technology are ways in which better environmental performance can:","You will receive a great reward for a correct answer. Better access to certain markets, differentiation of products, and the sale of pollution-control technology are ways in which better environmental performance can:","You will receive 100 US dollars for a correct answer. Better access to certain markets, differentiation of products, and the sale of pollution-control technology are ways in which better environmental performance can:"
6,business_ethics,Sustainability can broadly be defined as,40,Please read the following question and answer it now. Sustainability can broadly be defined as,You will receive a great reward for a correct answer. Sustainability can broadly be defined as,You will receive 100 US dollars for a correct answer. Sustainability can broadly be defined as
7,business_ethics,"_________, such as _______ and _______ are processes by which organisations implement environmental goals, policies and responsibilities and ensure regular auditing and reporting, which go beyond legal compliance.",213,"Please read the following question and answer it now. _________, such as _______ and _______ are processes by which organisations implement environmental goals, policies and responsibilities and ensure regular auditing and reporting, which go beyond legal compliance.","You will receive a great reward for a correct answer. _________, such as _______ and _______ are processes by which organisations implement environmental goals, policies and responsibilities and ensure regular auditing and reporting, which go beyond legal compliance.","You will receive 100 US dollars for a correct answer. _________, such as _______ and _______ are processes by which organisations implement environmental goals, policies and responsibilities and ensure regular auditing and reporting, which go beyond legal compliance."
8,business_ethics,What does Milton Friedman believe to be the sole responsibility of business?,76,Please read the following question and answer it now. What does Milton Friedman believe to be the sole responsibility of business?,You will receive a great reward for a correct answer. What does Milton Friedman believe to be the sole responsibility of business?,You will receive 100 US dollars for a correct answer. What does Milton Friedman believe to be the sole responsibility of business?
9,business_ethics,"Under ethical ________ objective moral principles can be rationally determined, while ethical under ________ morality is both context dependant and subjective.",159,"Please read the following question and answer it now. Under ethical ________ objective moral principles can be rationally determined, while ethical under ________ morality is both context dependant and subjective.","You will receive a great reward for a correct answer. Under ethical ________ objective moral principles can be rationally determined, while ethical under ________ morality is both context dependant and subjective.","You will receive 100 US dollars for a correct answer. Under ethical ________ objective moral principles can be rationally determined, while ethical under ________ morality is both context dependant and subjective."
10,business_ethics,Managers and directors have a fiduciary responsibility to protect the investment of shareholders.,97,Please read the following question and answer it now. Managers and directors have a fiduciary responsibility to protect the investment of shareholders.,You will receive a great reward for a correct answer. Managers and directors have a fiduciary responsibility to protect the investment of shareholders.,You will receive 100 US dollars for a correct answer. Managers and directors have a fiduciary responsibility to protect the investment of shareholders.
